,text,topic
36789,and who would've guessed that this is director alan cohn's first shot at directing a feature film ?,movie
48993,even voight appears to be doing his best impression of christopher walken for some reason .,movie
27822,"lin shae , who plays mary's neighbor magda ( and also appeared as the landlady in kingpin ) , provides some good laughs , especially in scenes with her benji-like dog , which acts as the focal point for a few of the funniest moments of the film .",movie
672,"in gridlock'd , shakur gets the chance to play someone who has seen enough of the way his life could go to know that it scares him .",movie
25857,"the two lead names share equal screen time here , mostly because they spend it together .",movie
9887,"the killings are clearly an imitation of the previous murders from "" scream "" ( in fact , the culprit even plans to use the influence of horror movies as a courtroom defense ) , weathers exploits the situation for her own notoriety , and one man seems willing to save the heroine's life only if it will earn him an interview on the today show .",movie
64680,"it seems valek's mission is to steal a black , wooden cross from a roman catholic church that will enable him to become so powerful that sunlight will not destroy him .",movie
39706,"however , he is forced into a violent confrontation when his family are threatned and replacement killers are brought in to do the job .",movie
17894,the positive is that disney has found a happy medium between the heavy-handedness of pocahontas and the hunchback of notre dame and the childishness of hercules .,movie
55377,and not intelligent because it lacks a story .,movie
64079,the movie simply tries to hard trying to be funny and by and large fails .,movie
16274,"it's easy to see why she surrenders to humbert : she loves the attention , and knows that she can have her way with him at any time .",movie
4383,"even on the edge of disaster , he's bright-eyed ( behind oddly tinted sunglasses ) and positive .",movie
55202,huh ?,movie
10755,something bad happens to them .,movie
43594,"they're either silly , sappy , or both .",movie
28904,"their members seem more interested in unorthodox fashion and their little petty feuds than such prosaic , and for the public more annoying , matters like crime .",movie
49881,"of course the thing is , she doesn't want to be won back , and has a nightclub owner friend of hers rough him up a bit .",movie
45926,he has to go and inanely jump and land right in the middle of the lava .,movie
64655,and this makes it more difficult for the audience to enjoy their antics .,movie
2505,the film is far more upbeat than his previous films dead poets society and green card .,movie
62303,"john williams' familiar score is no help , nor is lucas' direction .",movie
15218,"the author , h . g . wells merely used it as a convenient way to express his socialist views and condemn the great social gap between the rich , idle capitalist class and impoverished labour .",movie
58410,"( then again , maybe my first thought is correct , i think i'll try pointing their shadow out to them one day and test their reaction . )",movie
17898,mulan is set in feudal china and features the ever-popular heroine who marches to a different drum and wants to do more with her life than get married .,movie
46158,what the f * * * ? ! ? ) .,movie
4580,"while larry may be confident and charming like sam malone on "" cheers , "" he is also complex and vulnerable , with more between his ears than empty space .",movie
15366,but no situation is more bizarre than the infamous napalm scene with a very eccentric robert duvall as lieutenant colonel kilgore .,movie
45642,"murphy is stranded with too few solid punch lines , and nearly all of the ones he does have bounce of ejogo and fall to the ground limply .",movie
